#THREADS	 Row Time		 Row Speedup		 Col Time		 Col Speedup		 Checker Time	 Checker Speedup	
1		0.240876		0.984226		0.227061s		1.070132		0.963230s	0.245370		
2		0.125895		1.982333		0.119634s		1.981099		0.493917s	0.497371		
3		0.085082		2.909095		0.082338s		2.911085		0.324985s	0.728957		
4		0.062375		3.827791		0.064057s		3.755868		0.248547s	0.965953		
8		0.063358		3.838459		0.059301s		3.999671		0.219725s	1.082645		
16		0.063318		3.770072		0.261314s		0.919469		0.225266s	1.062600		
