#NP	 Row Time		 Row Speedup		 Col Time		 Col Speedup		 Checker Time	 Checker Speedup	
1		0.322294s		0.734528		0.650674s		0.367205		0.624983s	0.391959		
2		0.207991s		1.166779		0.487306s		0.504744		0.466357s	0.522223		
3		0.172023s		1.417679		0.427156s		0.592809		0.409178s	0.593888		
4		0.155612s		1.567370		0.411796s		0.601863		0.401377s	0.605768		
8		0.179716s		1.411516		0.754777s		0.337083		0.554681s	0.451420		
16		0.204349s		1.279789		2.299553s		0.114547		1.068141s	0.245768		
